snapshot_date,firebaseid,article_id,site_id,cluster_id,page_duration
2021-09-09,26J4HhQbasXKuJGA2ZeaLWUD9ql2,33e0e980-37f0-4b39-ac62-eb6e70c02fce,5,8963,6
2021-09-09,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,88c76663-c1df-41cd-9b6b-a147c567c81a,5,8963,56
2021-09-09,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,88c76663-c1df-41cd-9b6b-a147c567c81a,5,8963,2
2021-09-09,26J4HhQbasXKuJGA2ZeaLWUD9ql2,88c76663-c1df-41cd-9b6b-a147c567c81a,5,8963,39
2021-09-09,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,1f264ee5-e4c8-4d9b-adf5-9c94d79c6393,5,8963,53
2021-09-10,NO7NAN8h6zYImMiaCYwhpeIj3qP2,2b36c30a-18a6-4175-8076-391038a76dd0,5,8963,11
2021-09-09,NO7NAN8h6zYImMiaCYwhpeIj3qP2,5018f019-0da3-4cad-8b4a-236a36b220f5,5,8963,0
2021-09-09,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,5018f019-0da3-4cad-8b4a-236a36b220f5,5,8963,49
2021-09-10,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,ac357960-21f9-4b56-b9fe-2b054f341068,5,8963,75
2021-09-10,NO7NAN8h6zYImMiaCYwhpeIj3qP2,ac357960-21f9-4b56-b9fe-2b054f341068,5,8963,65
2021-09-10,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,ac357960-21f9-4b56-b9fe-2b054f341068,5,8963,10
2021-09-10,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,aecaee01-1aca-4d79-8dc6-793bef3be967,5,8963,14
2021-09-10,26J4HhQbasXKuJGA2ZeaLWUD9ql2,aecaee01-1aca-4d79-8dc6-793bef3be967,5,8963,314
2021-09-10,26J4HhQbasXKuJGA2ZeaLWUD9ql2,aecaee01-1aca-4d79-8dc6-793bef3be967,5,8963,1
2021-09-10,NO7NAN8h6zYImMiaCYwhpeIj3qP2,aecaee01-1aca-4d79-8dc6-793bef3be967,5,8963,99
2021-09-10,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,aecaee01-1aca-4d79-8dc6-793bef3be967,5,8963,61
2021-09-10,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,716ad938-0858-4b7e-aa73-e3d5bb51cef8,5,8963,8
2021-09-10,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,b9515f3f-1fd7-4d8f-9654-c503516905df,5,8963,38
2021-09-11,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,1f17d4e9-c8c5-4f6c-961e-ca1b74e12a55,5,8963,2
2021-09-11,aeHk1UDlN8bla5qQklLqCkuUG3I2,1f17d4e9-c8c5-4f6c-961e-ca1b74e12a55,5,8963,49
2021-09-11,aeHk1UDlN8bla5qQklLqCkuUG3I2,1f17d4e9-c8c5-4f6c-961e-ca1b74e12a55,5,8963,1
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,b66c81c0-2fc2-4eaf-86a9-4a978addbe4e,5,8963,47
2021-09-12,aeHk1UDlN8bla5qQklLqCkuUG3I2,f57b296d-29ff-4fe4-87ae-91ca6425502f,5,8963,69
2021-09-14,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,23464d79-063f-448b-ba3b-779413d3e0aa,11,8963,3
2021-09-13,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,23464d79-063f-448b-ba3b-779413d3e0aa,11,8963,21
2021-09-12,aeHk1UDlN8bla5qQklLqCkuUG3I2,23464d79-063f-448b-ba3b-779413d3e0aa,11,8963,52
2021-09-12,26J4HhQbasXKuJGA2ZeaLWUD9ql2,23464d79-063f-448b-ba3b-779413d3e0aa,11,8963,12
2021-09-12,NO7NAN8h6zYImMiaCYwhpeIj3qP2,23464d79-063f-448b-ba3b-779413d3e0aa,11,8963,18
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,23464d79-063f-448b-ba3b-779413d3e0aa,11,8963,116
2021-09-13,26J4HhQbasXKuJGA2ZeaLWUD9ql2,fa36172b-ed81-47e6-a7e6-1a4b69258535,70,8963,16
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,12ab149e-9fea-4f6c-869d-7ab435df98aa,5,8963,57
2021-09-12,26J4HhQbasXKuJGA2ZeaLWUD9ql2,0ebdfae8-1dd8-4181-9ec4-690688cef320,5,8963,65
2021-09-12,26J4HhQbasXKuJGA2ZeaLWUD9ql2,0ebdfae8-1dd8-4181-9ec4-690688cef320,5,8963,0
2021-09-12,NO7NAN8h6zYImMiaCYwhpeIj3qP2,0ebdfae8-1dd8-4181-9ec4-690688cef320,5,8963,37
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,0ebdfae8-1dd8-4181-9ec4-690688cef320,5,8963,45
2021-09-13,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,f70b46e7-8b3d-46eb-9a3e-e77149af731e,5,8963,2
2021-09-27,NO7NAN8h6zYImMiaCYwhpeIj3qP2,fca72529-fde7-4a03-b8ae-48551b8ae6d1,5,10499,249
2021-09-23,26J4HhQbasXKuJGA2ZeaLWUD9ql2,fca72529-fde7-4a03-b8ae-48551b8ae6d1,5,10499,163
2021-09-23,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,fca72529-fde7-4a03-b8ae-48551b8ae6d1,5,10499,200
2021-09-27,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,23
2021-09-27,NO7NAN8h6zYImMiaCYwhpeIj3qP2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,92
2021-09-27,NO7NAN8h6zYImMiaCYwhpeIj3qP2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,900
2021-09-27,26J4HhQbasXKuJGA2ZeaLWUD9ql2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,106
2021-09-27,26J4HhQbasXKuJGA2ZeaLWUD9ql2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,3
2021-09-27,26J4HhQbasXKuJGA2ZeaLWUD9ql2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,0
2021-09-27,26J4HhQbasXKuJGA2ZeaLWUD9ql2,d686c883-ae15-4b13-ba99-268f1d496bb7,70,10755,1
2021-09-27,26J4HhQbasXKuJGA2ZeaLWUD9ql2,aa2de651-4825-45e0-a2e9-e1b37c139ce0,5,10755,900
2021-09-28,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,138
2021-09-28,26J4HhQbasXKuJGA2ZeaLWUD9ql2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,0
2021-09-28,26J4HhQbasXKuJGA2ZeaLWUD9ql2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,153
2021-09-28,Tp8caljjAoTdAlT7STq7tDL2K1H3,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,0
2021-09-28,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,14
2021-09-28,NO7NAN8h6zYImMiaCYwhpeIj3qP2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,164
2021-09-28,NO7NAN8h6zYImMiaCYwhpeIj3qP2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,105
2021-09-29,NO7NAN8h6zYImMiaCYwhpeIj3qP2,8d1d5a97-4002-449a-9cce-7e78470f36fb,5,10755,63
2021-09-30,26J4HhQbasXKuJGA2ZeaLWUD9ql2,2240aeb7-2076-47d9-9250-2d2b52f04e04,70,10755,90
2021-09-30,aeHk1UDlN8bla5qQklLqCkuUG3I2,2240aeb7-2076-47d9-9250-2d2b52f04e04,70,10755,54
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,0899d248-a73a-4d2c-9158-94f7b72898ff,5,10755,18
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,0899d248-a73a-4d2c-9158-94f7b72898ff,5,10755,0
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,0899d248-a73a-4d2c-9158-94f7b72898ff,5,10755,17
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,0899d248-a73a-4d2c-9158-94f7b72898ff,5,10755,1
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,d6fd7a5a-109b-4f8d-acbb-0a101b8b09c7,5,10755,105
2021-09-30,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,7f0135d9-c6dd-43db-a459-04b446959e8f,5,10755,900
2021-09-30,26J4HhQbasXKuJGA2ZeaLWUD9ql2,7f0135d9-c6dd-43db-a459-04b446959e8f,5,10755,290
2021-09-30,Tp8caljjAoTdAlT7STq7tDL2K1H3,7f0135d9-c6dd-43db-a459-04b446959e8f,5,10755,0
2021-09-30,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,7f0135d9-c6dd-43db-a459-04b446959e8f,5,10755,4
2021-09-30,Tp8caljjAoTdAlT7STq7tDL2K1H3,7f0135d9-c6dd-43db-a459-04b446959e8f,5,10755,0
2021-09-30,26J4HhQbasXKuJGA2ZeaLWUD9ql2,9990b022-0c39-4af4-bcba-3b3bbfa69b11,70,10755,31
2021-09-30,26J4HhQbasXKuJGA2ZeaLWUD9ql2,9990b022-0c39-4af4-bcba-3b3bbfa69b11,70,10755,44
2021-09-29,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,40127a8e-c85e-4f5a-8152-2200b69f4d3a,59,11011,3
2021-09-05,26J4HhQbasXKuJGA2ZeaLWUD9ql2,7b23470a-52e8-4784-a656-5277e23c299a,11,8452,38
2021-09-05,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,7b23470a-52e8-4784-a656-5277e23c299a,11,8452,621
2021-09-05,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,7b23470a-52e8-4784-a656-5277e23c299a,11,8452,132
2021-09-05,26J4HhQbasXKuJGA2ZeaLWUD9ql2,cd90a677-1fff-44f1-943a-b483454aef9a,11,8452,125
2021-09-05,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,cd90a677-1fff-44f1-943a-b483454aef9a,11,8452,122
2021-09-21,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,6760406c-711e-478c-8186-ceafe473eb54,5,10244,21
2021-09-21,NO7NAN8h6zYImMiaCYwhpeIj3qP2,6760406c-711e-478c-8186-ceafe473eb54,5,10244,25
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,cf31247f-39c1-437e-8faf-8752c21444a4,5,9477,60
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,cf31247f-39c1-437e-8faf-8752c21444a4,5,9477,0
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,cf31247f-39c1-437e-8faf-8752c21444a4,5,9477,34
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,cf31247f-39c1-437e-8faf-8752c21444a4,5,9477,107
2021-09-21,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,651e5b76-1730-45fa-a3ab-227a62c90498,5,10245,76
2021-09-28,NO7NAN8h6zYImMiaCYwhpeIj3qP2,6213c04c-63cd-4bd9-96da-94506784bc19,72,10757,173
2021-09-29,NO7NAN8h6zYImMiaCYwhpeIj3qP2,7524e355-c471-4491-a2d2-7d7b69e1bbf8,49,11013,95
2021-09-30,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,7524e355-c471-4491-a2d2-7d7b69e1bbf8,49,11013,158
2021-09-30,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,7524e355-c471-4491-a2d2-7d7b69e1bbf8,49,11013,900
2021-09-08,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,72921cef-4a6e-4566-9227-06c32bcd5ded,5,8966,0
2021-09-08,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,72921cef-4a6e-4566-9227-06c32bcd5ded,5,8966,1
2021-09-08,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,c4885e79-9c8f-4443-89a8-b9094ff1840d,5,8966,62
2021-09-09,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,119f6094-6f64-46db-a3d2-edc491b6772a,59,8966,32
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,b37e35ac-6c3a-4c5b-97cc-0a30b8ef2ccf,5,8966,327
2021-09-11,26J4HhQbasXKuJGA2ZeaLWUD9ql2,b37e35ac-6c3a-4c5b-97cc-0a30b8ef2ccf,5,8966,1
2021-09-12,aeHk1UDlN8bla5qQklLqCkuUG3I2,88e9e53a-4552-4caa-a441-a34aa6f33dce,5,8966,76
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,88e9e53a-4552-4caa-a441-a34aa6f33dce,5,8966,27
2021-09-21,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,8080613e-7c3a-4b96-97c8-f8206d9d7922,17,10246,16
2021-09-21,NO7NAN8h6zYImMiaCYwhpeIj3qP2,8080613e-7c3a-4b96-97c8-f8206d9d7922,17,10246,38
2021-09-28,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,01225f88-7f07-4b35-98e0-b20451f18464,5,10758,78
2021-09-28,NO7NAN8h6zYImMiaCYwhpeIj3qP2,01225f88-7f07-4b35-98e0-b20451f18464,5,10758,1
2021-09-28,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,01225f88-7f07-4b35-98e0-b20451f18464,5,10758,12
2021-09-28,Tp8caljjAoTdAlT7STq7tDL2K1H3,01225f88-7f07-4b35-98e0-b20451f18464,5,10758,58
2021-09-28,NO7NAN8h6zYImMiaCYwhpeIj3qP2,01225f88-7f07-4b35-98e0-b20451f18464,5,10758,175
2021-09-17,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,c7bb4e7e-0e82-4647-b485-c652ef304560,4,9991,115
2021-09-18,aeHk1UDlN8bla5qQklLqCkuUG3I2,c7bb4e7e-0e82-4647-b485-c652ef304560,4,9991,132
2021-09-09,NO7NAN8h6zYImMiaCYwhpeIj3qP2,1df0700f-d566-4612-ba2d-4ab452f3e500,5,6920,900
2021-09-11,aeHk1UDlN8bla5qQklLqCkuUG3I2,0d2a9792-9578-407e-8610-ba157be2189c,4,9224,338
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,0d2a9792-9578-407e-8610-ba157be2189c,4,9224,42
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,426f8de4-fa51-472f-9ffa-2b4577304408,59,9480,126
2021-09-29,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,a26b0596-e587-42b0-bad5-95fa13f30a03,17,11016,43
2021-09-12,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,b6c548f5-0972-4f53-a5f5-c51309078963,2,8969,35
2021-09-08,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,db308e4b-f3ec-4b8f-983a-b2aeda76ce7a,4,9225,2
2021-09-20,NO7NAN8h6zYImMiaCYwhpeIj3qP2,c3bd3fca-e0c0-4654-9a49-d0da9272fd03,5,9993,900
2021-09-15,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,cca8d47b-bd9b-4505-90d4-afb74e230358,59,9738,63
2021-09-15,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,cca8d47b-bd9b-4505-90d4-afb74e230358,59,9738,16
2021-09-17,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,23e2dadd-6160-44e2-8eff-c1c7f67aba69,17,9994,13
2021-09-30,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,081fc9b1-a04d-457a-b4f1-b94757b21fee,5,11018,28
2021-09-06,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,d472f946-e027-43b4-9524-acea782dac04,5,8971,18
2021-09-06,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,d472f946-e027-43b4-9524-acea782dac04,5,8971,2
2021-09-06,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,d472f946-e027-43b4-9524-acea782dac04,5,8971,8
2021-09-01,NO7NAN8h6zYImMiaCYwhpeIj3qP2,e5315e29-71aa-4593-8bcd-546972d5ef9e,17,8460,58
2021-09-12,NO7NAN8h6zYImMiaCYwhpeIj3qP2,85190697-e635-4e1b-8df2-8ba1fac10f61,5,9484,900
2021-09-21,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,0550ebd6-1f48-4774-bab7-837e272cb331,5,10252,88
2021-09-21,NO7NAN8h6zYImMiaCYwhpeIj3qP2,070af939-937e-4279-916e-a6943d0bf012,5,10252,29
2021-09-22,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,e60b4c86-acf3-45fd-bbc6-749b8c942a4e,5,10252,27
2021-09-22,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,ba0300db-ea5f-4c2a-b2c0-c537d78f286f,5,10252,365
2021-09-22,Tp8caljjAoTdAlT7STq7tDL2K1H3,ba0300db-ea5f-4c2a-b2c0-c537d78f286f,5,10252,26
2021-09-22,26J4HhQbasXKuJGA2ZeaLWUD9ql2,ba0300db-ea5f-4c2a-b2c0-c537d78f286f,5,10252,42
2021-09-22,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,ba0300db-ea5f-4c2a-b2c0-c537d78f286f,5,10252,375
2021-09-22,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,21a7156c-97af-4134-bed5-cb9caf50efd9,5,10252,27
2021-09-22,26J4HhQbasXKuJGA2ZeaLWUD9ql2,21a7156c-97af-4134-bed5-cb9caf50efd9,5,10252,31
2021-09-22,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,21a7156c-97af-4134-bed5-cb9caf50efd9,5,10252,10
2021-09-24,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,3c92c067-2d96-44eb-aa3c-1a86ac3091f5,5,10252,34
2021-09-23,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,efbbc66d-a91b-4b14-b062-19b3951598d0,5,10252,46
2021-09-12,aeHk1UDlN8bla5qQklLqCkuUG3I2,7696a5b1-4be6-4e1a-89e8-4897e448bfd5,1,9485,34
2021-09-17,NO7NAN8h6zYImMiaCYwhpeIj3qP2,7ee98aa4-9060-4821-b275-423dce3e04c3,1,9997,0
2021-09-17,vfNPVsHDbYUYtjwtk3vpRTaIE4Y2,7ee98aa4-9060-4821-b275-423dce3e04c3,1,9997,16
2021-09-18,aeHk1UDlN8bla5qQklLqCkuUG3I2,7ee98aa4-9060-4821-b275-423dce3e04c3,1,9997,13
2021-09-18,aeHk1UDlN8bla5qQklLqCkuUG3I2,7ee98aa4-9060-4821-b275-423dce3e04c3,1,9997,900
2021-09-24,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,0ba038b6-b64f-46cd-81f1-f377bfd528e9,1,10253,1
2021-09-25,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,d5c40990-a89e-488a-adf1-8f5caf2f9eda,1,10253,4
2021-09-06,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,8e83c3dd-1ff9-4fd3-a135-477cdcb20b22,5,8974,45
2021-09-28,Tp8caljjAoTdAlT7STq7tDL2K1H3,85cef2fc-a9c3-4d43-92df-eabbd71ce9a7,5,10766,94
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,85cef2fc-a9c3-4d43-92df-eabbd71ce9a7,5,10766,23
2021-09-29,26J4HhQbasXKuJGA2ZeaLWUD9ql2,85cef2fc-a9c3-4d43-92df-eabbd71ce9a7,5,10766,900
2021-09-29,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,85cef2fc-a9c3-4d43-92df-eabbd71ce9a7,5,10766,70
2021-09-30,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,2bfd0aa1-49cc-4ca5-a30a-5bc2e281c6d1,59,11022,900
2021-09-28,Tp8caljjAoTdAlT7STq7tDL2K1H3,9dfd3e3c-c67b-4f9a-b523-6170c1d2113c,2,15,14
2021-09-29,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,9dfd3e3c-c67b-4f9a-b523-6170c1d2113c,2,15,64
2021-09-24,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,db0b0a27-d297-42a3-a8fd-aaa8280d5130,2,15,479
2021-09-05,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,8cee054f-ec65-48e8-83ff-756f6e71ae20,2,15,89
2021-09-27,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,36bbbd81-08b5-4089-8cab-7348ae26f7e5,2,15,121
2021-09-19,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,f4938e15-554e-47f5-bf2f-f77577031d82,2,15,4
2021-09-05,aeHk1UDlN8bla5qQklLqCkuUG3I2,cce3c348-ae48-4f7f-8ff3-4e6b15ec099d,11,8463,242
2021-09-05,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,cce3c348-ae48-4f7f-8ff3-4e6b15ec099d,11,8463,133
2021-09-05,9cjQX3oHf7Zfmwlb5eomKxMk9dn2,cce3c348-ae48-4f7f-8ff3-4e6b15ec099d,11,8463,0
2021-09-05,26J4HhQbasXKuJGA2ZeaLWUD9ql2,46bb8bd4-50ca-4084-a439-0a78d6f97bae,3,8463,10
2021-09-05,26J4HhQbasXKuJGA2ZeaLWUD9ql2,46bb8bd4-50ca-4084-a439-0a78d6f97bae,3,8463,900
2021-09-11,NO7NAN8h6zYImMiaCYwhpeIj3qP2,edbec398-b224-4e2b-9692-f4371820efb5,5,9231,204
